#Node1	Node2
YIL115C	YOR046C
YIL115C	YOR098C
YIL115C	YOR160W
YIL115C	YPL169C
YIL115C	YPL204W
YIL115C	YPR119W
YIL117C	YNL307C
YIL118W	YJL085W
YIL118W	YKL130C
YIL118W	YNL271C
YIL118W	YOR326W
YIL122W	YKL161C
YIL125W	YKL198C
YIL125W	YLL006W
YIL125W	YMR072W
YIL125W	YPL167C
YIL126W	YJL074C
YIL126W	YJR094C
YIL126W	YKR008W
YIL126W	YLR113W
YIL126W	YLR321C
YIL126W	YLR357W
YIL126W	YML127W
YIL126W	YMR033W
YIL126W	YMR091C
YIL126W	YNL030W
YIL126W	YNL031C
YIL126W	YOR116C
YIL126W	YOR123C
YIL126W	YOR341W
YIL126W	YPL082C
YIL126W	YPL129W
YIL126W	YPR034W
YIL126W	YPR052C
YIL129C	YNL161W
YIL131C	YJR144W
YIL131C	YLL004W
YIL131C	YML065W
YIL132C	YLR376C
YIL133C	YKL009W
YIL133C	YKL014C
YIL133C	YLR150W
YIL133C	YLR347C
YIL133C	YNL178W
YIL133C	YNL255C
YIL133C	YOR063W
YIL133C	YPL093W
YIL133C	YPR143W
YIL136W	YKR016W
YIL136W	YNL055C
YIL136W	YNL121C
YIL136W	YNL131W
YIL138C	YNL079C
YIL139C	YKL101W
YIL139C	YLR288C
YIL139C	YOR346W
YIL139C	YPL167C
YIL139C	YPL194W
YIL140W	YJR092W
YIL140W	YLR229C
YIL142W	YJL014W
YIL142W	YKL198C
YIL142W	YNR032W
YIL143C	YKL028W
YIL143C	YKR062W
YIL143C	YOL090W
YIL143C	YOR352W
YIL143C	YPL122C
YIL143C	YPL240C
YIL143C	YPR056W
YIL143C	YPR086W
YIL144W	YIR010W
YIL144W	YKL049C
YIL144W	YLR315W
YIL144W	YMR001C
YIL144W	YMR117C
YIL144W	YNR035C
YIL144W	YOL069W
YIL144W	YPL018W
YIL144W	YPR163C
YIL146C	YPR049C
YIL147C	YIR004W
YIL147C	YJR074W
YIL148W	YLR340W
YIL148W	YMR276W
YIL148W	YOL117W
YIL148W	YPL220W
YIL149C	YKL042W
YIL149C	YKR095W
YIL149C	YLL015W
YIL149C	YLR347C
YIL149C	YML107C
YIL149C	YMR284W
YIL149C	YNL126W
YIL149C	YNL225C
YIL149C	YNL288W
YIL149C	YOR257W
YIL149C	YPL124W
YIL149C	YPL169C
YIL150C	YJL072C
YIL150C	YKL045W
YIL150C	YLR103C
YIL150C	YLR274W
YIL150C	YLR442C
YIL150C	YML065W
YIL150C	YNL102W
YIL150C	YPR019W
YIL151C	YKL171W
YIL151C	YPL204W
YIL153W	YMR028W
YIL153W	YOR233W
YIL154C	YML016C
YIL155C	YNL121C
YIL156W	YKL129C
YIL157C	YJL062WA
YIL157C	YLR203C
YIL157C	YML129C
YIL159W	YKL079W
YIL159W	YKL129C
YIL159W	YKR055W
YIL159W	YLR319C
YIL159W	YLR452C
YIL159W	YMR032W
YIL159W	YNL271C
YIL159W	YOR122C
YIL161W	YJL092W
YIL162W	YLR378C
YIL162W	YPL094C
YIL167W	YOL016C
YIR001C	YNL016W
YIR002C	YJL092W
YIR002C	YJR144W
YIR002C	YLR383W
YIR002C	YOL034W
YIR002C	YOL086WA
YIR003W	YJL020C
YIR004W	YLR166C
YIR005W	YKL074C
YIR005W	YLL036C
YIR005W	YLR016C
YIR005W	YML049C
YIR005W	YMR240C
YIR005W	YMR288W
YIR005W	YOR319W
YIR005W	YPR094W
YIR006C	YJR065C
YIR006C	YKL129C
YIR006C	YLL021W
YIR006C	YMR109W
YIR006C	YNL084C
YIR006C	YNL243W
YIR006C	YOL101C
YIR006C	YOR181W
YIR006C	YOR329C
YIR008C	YKL045W
YIR008C	YNL102W
YIR008C	YNL262W
YIR008C	YNL312W
YIR008C	YPR019W
YIR009W	YLL036C
YIR009W	YNL091W
YIR009W	YPL213W
YIR010W	YJR112W
YIR010W	YJR135C
YIR010W	YKL049C
YIR010W	YKL052C
YIR010W	YKL089W
YIR010W	YKL138CA
YIR010W	YKR083C
YIR010W	YLR315W
YIR010W	YLR381W
YIR010W	YMR094W
YIR010W	YMR117C
YIR010W	YMR168C
YIR010W	YOL069W
YIR010W	YPL018W
YIR010W	YPL233W
YIR010W	YPR046W
YIR011C	YKL145W
YIR011C	YNL189W
YIR012W	YLR075W
YIR015W	YNL221C
YIR015W	YNL282W
YIR017C	YJR060W
YIR017C	YNL103W
YIR017C	YPR086W
YIR018W	YKL179C
YIR022W	YJR010CA
YIR023W	YJR066W
YIR023W	YNL314W
YIR025W	YKL022C
YIR025W	YLR102C
YIR025W	YLR127C
YIR025W	YNL172W
YIR025W	YOR249C
YIR026C	YJL083W
YIR026C	YJL122W
YIR026C	YKL023W
YIR026C	YLL045C
YIR026C	YMR049C
YIR026C	YMR229C
YIR026C	YOL063C
YIR026C	YPL131W
YIR026C	YPL169C
YIR026C	YPR029C
YIR026C	YPR115W
YIR026C	YPR164W
YIR033W	YLL039C
YIR034C	YKL117W
YIR037W	YJR009C
YIR037W	YKL028W
YIR037W	YML007W
YIR037W	YML070W
YJL001W	YMR314W
YJL001W	YOR157C
YJL001W	YPR103W
YJL001W	YPR180W
YJL002C	YJL198W
YJL002C	YLR378C
YJL002C	YML019W
YJL002C	YMR149W
YJL002C	YOR085W
YJL002C	YOR103C
YJL004C	YPL051W
YJL004C	YPR181C
YJL005W	YJR086W
YJL005W	YLR310C
YJL005W	YMR116C
YJL005W	YMR186W
YJL005W	YNL098C
YJL005W	YNL138W
YJL005W	YOR057W
YJL006C	YJL138C
YJL006C	YJR070C
YJL006C	YJR076C
YJL006C	YKL091C
YJL006C	YKL139W
YJL006C	YKR018C
YJL006C	YML112W
YJL006C	YMR041C
YJL006C	YNR033W
YJL006C	YNR064C
YJL006C	YOR335C
YJL006C	YPL077C
YJL006C	YPR035W
YJL008C	YJL014W
YJL008C	YLL039C
YJL010C	YJL069C
YJL010C	YJL109C
YJL010C	YJR002W
YJL010C	YKL078W
YJL010C	YKL117W
YJL010C	YLL011W
YJL010C	YLL019C
YJL010C	YLR051C
YJL010C	YLR175W
YJL010C	YLR197W
YJL010C	YLR222C
YJL010C	YLR409C
YJL010C	YMR049C
YJL010C	YMR093W
YJL010C	YMR229C
YJL010C	YMR290C
YJL010C	YNL112W
YJL010C	YOR310C
YJL010C	YPL012W
YJL010C	YPL043W
YJL010C	YPL093W
YJL010C	YPL126W
YJL010C	YPL217C
YJL010C	YPL266W
YJL010C	YPR112C
YJL010C	YPR137W
YJL011C	YKL144C
YJL011C	YNL151C
YJL011C	YOR207C
YJL012C	YOR270C
YJL013C	YJL030W
YJL013C	YOR026W
YJL014W	YJL111W
YJL014W	YJR064W
YJL014W	YKL198C
YJL019W	YJL057C
YJL019W	YJL073W
YJL019W	YKL172W
YJL019W	YLR233C
YJL019W	YLR457C
YJL019W	YML031W
YJL019W	YMR078C
YJL019W	YNR031C
YJL019W	YOL012C
YJL019W	YOL104C
YJL019W	YOR144C
YJL019W	YOR257W
YJL019W	YOR294W
YJL019W	YPL200W
YJL020C	YKL129C
YJL020C	YMR109W
YJL020C	YOR181W
YJL025W	YML043C
YJL025W	YMR270C
YJL026W	YLR136C
YJL026W	YLR437C
YJL026W	YOR229W
YJL026W	YOR230W
YJL026W	YPL012W
YJL029C	YJL034W
YJL029C	YKR020W
YJL029C	YLR262C
YJL029C	YOL018C
YJL030W	YOR026W
YJL031C	YOR370C
YJL031C	YPR176C
YJL033W	YKL117W
YJL033W	YNR054C
YJL034W	YJL073W
YJL034W	YKL073W
YJL034W	YKL145W
YJL034W	YLL006W
YJL034W	YLR166C
YJL034W	YLR207W
YJL034W	YLR292C
YJL034W	YLR378C
YJL034W	YLR457C
YJL034W	YMR200W
YJL034W	YMR297W
YJL034W	YMR307W
YJL034W	YOL031C
YJL034W	YOL081W
YJL034W	YOR008C
YJL034W	YOR254C
YJL034W	YPR159W
YJL035C	YLR316C
YJL036W	YLR031W
YJL036W	YLR423C
YJL036W	YLR424W
YJL036W	YNL041C
YJL036W	YNL086W
YJL036W	YOR057W
YJL036W	YOR132W
YJL036W	YPL174C
YJL036W	YPL201C
YJL036W	YPR105C
YJL039C	YJL041W
YJL039C	YJL061W
YJL039C	YKL068W
YJL039C	YKL152C
YJL039C	YLR018C
YJL039C	YLR044C
YJL039C	YLR249W
YJL039C	YML031W
YJL039C	YML063W
YJL039C	YMR047C
YJL039C	YMR129W
YJL039C	YMR153W
YJL039C	YMR205C
YJL039C	YNL209W
YJL039C	YOL086C
YJL039C	YOR098C
YJL039C	YPR080W
YJL041W	YJL061W
YJL041W	YKL014C
YJL041W	YKL068W
YJL041W	YKL186C
YJL041W	YKL205W
YJL041W	YLL039C
YJL041W	YLR018C
YJL041W	YLR293C
YJL041W	YLR347C
YJL041W	YML031W
YJL041W	YMR047C
YJL041W	YMR129W
YJL041W	YMR153W
YJL041W	YMR308C
YJL041W	YOR098C
YJL041W	YPL012W
YJL041W	YPL169C
YJL041W	YPL204W
YJL041W	YPR119W
YJL044C	YLR262C
YJL047C	YLR320W
YJL047C	YNL261W
YJL047C	YOL025W
YJL047C	YOL063C
YJL047C	YOL133W
YJL047C	YPR135W
YJL047C	YPR164W
YJL048C	YKL213C
YJL048C	YPR120C
YJL050W	YML091C
YJL050W	YNL288W
YJL050W	YNL299W
YJL050W	YNR024W
YJL050W	YOL115W
YJL050W	YOR001W
YJL051W	YPL204W
YJL052W	YJR093C
YJL052W	YLL036C
YJL053W	YJL154C
YJL053W	YJL187C
YJL053W	YML001W
YJL053W	YOR069W
YJL053W	YOR132W
YJL054W	YJL104W
YJL054W	YNR017W
YJL054W	YOR297C
YJL054W	YPR024W
YJL057C	YJL092W
YJL057C	YJR032W
YJL057C	YJR070C
YJL057C	YJR076C
YJL057C	YKL130C
YJL057C	YLR181C
YJL057C	YLR287C
YJL057C	YLR309C
YJL057C	YLR315W
YJL057C	YLR452C
YJL057C	YML045WA
YJL057C	YML117W
YJL057C	YMR192W
YJL057C	YMR276W
YJL057C	YNL007C
YJL057C	YNL112W
YJL057C	YNL113W
YJL057C	YNL117W
YJL057C	YNL121C
YJL057C	YOL123W
YJL057C	YOR027W
YJL057C	YOR162C
YJL057C	YOR335C
YJL057C	YPL233W
YJL057C	YPR168W
YJL058C	YKL203C
YJL058C	YMR104C
YJL058C	YNL006W
YJL058C	YNL047C
YJL059W	YLR022C
YJL061W	YKL057C
YJL061W	YKL068W
YJL061W	YKR082W
YJL061W	YLL039C
YJL061W	YLR018C
YJL061W	YML031W
YJL061W	YML103C
YJL061W	YMR047C
YJL061W	YMR129W
YJL061W	YMR153W
YJL061W	YOR098C
YJL061W	YOR224C
YJL061W	YPL204W
YJL061W	YPR119W
YJL062WA	YLR203C
YJL062WA	YML129C
YJL062WA	YNL052W
YJL062WA	YNL255C
YJL065C	YOR304W
YJL066C	YJL157C
YJL066C	YNL128W
YJL069C	YJR002W
YJL069C	YLR409C
YJL070C	YKL166C
YJL070C	YML035C
YJL070C	YNL298W
YJL072C	YKL059C
YJL072C	YLR103C
YJL072C	YLR113W
YJL072C	YLR274W
YJL072C	YNL222W
YJL072C	YOL146W
YJL072C	YPR019W
YJL072C	YPR135W
YJL072C	YPR175W
YJL074C	YKL049C
YJL074C	YKR009C
YJL074C	YLR086W
YJL074C	YMR001C
YJL074C	YMR076C
YJL074C	YPL204W
YJL074C	YPR007C
YJL076W	YJL128C
YJL076W	YJR057W
YJL076W	YKL001C
YJL076W	YKR010C
YJL076W	YLR019W
YJL076W	YLR096W
YJL076W	YML102W
YJL076W	YNL124W
YJL076W	YNL307C
YJL076W	YOL016C
YJL076W	YOR061W
YJL076W	YOR119C
YJL076W	YOR341W
YJL076W	YPL126W
YJL076W	YPL153C
YJL076W	YPR010C
YJL078C	YOR153W
YJL080C	YJL157C
YJL080C	YKL204W
YJL080C	YLR229C
YJL080C	YOR153W
YJL080C	YOR198C
YJL080C	YPL042C
YJL080C	YPL204W
YJL080C	YPR032W
YJL080C	YPR141C
YJL081C	YLR399C
YJL081C	YNL059C
YJL081C	YNL107W
YJL081C	YNL136W
YJL081C	YOL012C
YJL081C	YOR141C
YJL081C	YOR189W
YJL081C	YOR244W
YJL081C	YPL082C
YJL081C	YPL129W
YJL081C	YPL235W
YJL081C	YPR023C
YJL083W	YJR066W
YJL083W	YPL109C
YJL084C	YJR005W
YJL084C	YKL135C
YJL084C	YKR039W
YJL084C	YLL039C
YJL084C	YNL183C
YJL084C	YPL265W
YJL084C	YPR029C
YJL085W	YKR055W
YJL085W	YLR166C
YJL085W	YLR229C
YJL085W	YOR326W
YJL085W	YPR055W
YJL088W	YPL111W
YJL089W	YMR280C
YJL089W	YPL042C
YJL090C	YKL108W
YJL090C	YLR135W
YJL090C	YNL262W
YJL090C	YNL299W
YJL090C	YPL194W
YJL090C	YPR175W
YJL091C	YOL020W
YJL092W	YJL157C
YJL092W	YJL170C
YJL092W	YJR043C
YJL092W	YJR119C
YJL092W	YJR132W
YJL092W	YKL057C
YJL092W	YKL077W
YJL092W	YKR027W
YJL092W	YKR048C
YJL092W	YKR061W
YJL092W	YLL019C
YJL092W	YLR032W
YJL092W	YLR035C
YJL092W	YLR154WC
YJL092W	YLR223C
YJL092W	YLR265C
YJL092W	YLR384C
YJL092W	YLR401C
YJL092W	YLR430W
YJL092W	YMR029C
YJL092W	YMR136W
YJL092W	YMR190C
YJL092W	YMR201C
YJL092W	YMR219W
YJL092W	YMR224C
YJL092W	YNL078W
YJL092W	YNL088W
YJL092W	YNL186W
YJL092W	YNL236W
YJL092W	YNL327W
YJL092W	YOL034W
YJL092W	YOL086C
YJL092W	YOL104C
YJL092W	YOR137C
YJL092W	YOR160W
YJL092W	YOR174W
YJL092W	YOR194C
YJL092W	YOR281C
YJL092W	YOR355W
YJL092W	YPL092W
YJL092W	YPL121C
YJL092W	YPR018W
YJL092W	YPR164W
YJL095W	YJL209W
YJL095W	YJR097W
YJL095W	YKL129C
YJL095W	YKL161C
YJL095W	YKL172W
YJL095W	YKL203C
YJL095W	YKR024C
YJL095W	YKR048C
YJL095W	YKR081C
YJL095W	YLR067C
YJL095W	YLR196W
YJL095W	YLR305C
YJL095W	YML074C
YJL095W	YMR064W
YJL095W	YMR290C
YJL095W	YNL061W
YJL095W	YNL175C
YJL095W	YOL041C
YJL095W	YOR017W
YJL095W	YOR061W
YJL095W	YOR201C
YJL095W	YOR231W
YJL095W	YOR294W
YJL095W	YPL012W
YJL095W	YPL043W
YJL095W	YPL093W
YJL095W	YPL140C
YJL098W	YJR066W
YJL098W	YLL039C
YJL098W	YNL006W
YJL098W	YNL025C
YJL098W	YNL076W
YJL098W	YNL107W
YJL098W	YOR061W
YJL098W	YPL180W
YJL098W	YPL204W
YJL098W	YPR040W
YJL098W	YPR054W
YJL098W	YPR111W
YJL099W	YKR027W
YJL099W	YLR330W
YJL099W	YMR237W
YJL099W	YOR299W
YJL100W	YOR181W
YJL104W	YJL143W
YJL104W	YLR008C
YJL104W	YML054C
YJL104W	YNL131W
YJL104W	YNL328C
YJL104W	YNR017W
YJL104W	YPL063W
YJL106W	YJL194W
YJL106W	YKL140W
YJL106W	YMR001C
YJL106W	YMR100W
YJL106W	YNL006W
YJL106W	YNL007C
YJL106W	YPL267W
YJL106W	YPR115W
YJL109C	YJR002W
YJL109C	YMR093W
YJL109C	YMR290C
YJL109C	YNR054C
YJL109C	YOR153W
YJL109C	YOR310C
YJL109C	YPL126W
YJL110C	YJR066W
YJL110C	YKR034W
YJL110C	YNL229C
YJL112W	YKL068W
YJL112W	YKR036C
YJL112W	YLL001W
YJL112W	YLL039C
YJL112W	YMR047C
YJL115W	YJL168C
YJL115W	YJR068W
YJL115W	YJR140C
YJL115W	YLL002W
YJL115W	YLL022C
YJL115W	YLR399C
YJL115W	YLR410W
YJL115W	YML102W
YJL115W	YMR127C
YJL115W	YMR227C
YJL115W	YNL030W
YJL115W	YNL031C
YJL115W	YNL290W
YJL115W	YOL094C
YJL115W	YOR038C
YJL115W	YOR213C
YJL115W	YOR217W
YJL115W	YOR290C
YJL115W	YPL001W
YJL115W	YPL153C
YJL122W	YKL009W
YJL122W	YLR009W
YJL122W	YLR397C
YJL122W	YMR308C
YJL122W	YNL182C
YJL122W	YNL255C
YJL122W	YNR053C
YJL122W	YOR063W
YJL122W	YPL093W
YJL122W	YPL146C
YJL122W	YPR016C
YJL123C	YOL128C
YJL123C	YPR075C
YJL124C	YJR022W
YJL124C	YKL173W
YJL124C	YLL036C
YJL124C	YLR438CA
YJL124C	YNL118C
YJL124C	YNL145W
YJL124C	YNL147W
YJL124C	YOL016C
YJL124C	YOL139C
YJL124C	YOL149W
YJL124C	YOR204W
YJL124C	YOR308C
YJL124C	YOR326W
YJL124C	YPL220W
YJL124C	YPR080W
YJL124C	YPR182W
YJL125C	YNL062C
YJL127C	YMR179W
YJL127C	YPL059W
YJL128C	YLR006C
YJL128C	YNL053W
YJL128C	YNL110C
YJL128C	YOR201C
YJL129C	YML016C
YJL136C	YNL207W
YJL137C	YLR258W
YJL138C	YKL168C
YJL138C	YLR362W
YJL138C	YOL045W
YJL138C	YOL100W
YJL138C	YOR351C
YJL138C	YPL141C
YJL140W	YJL164C
YJL140W	YLR071C
YJL140W	YLR192C
YJL140W	YML010W
YJL140W	YMR309C
YJL140W	YNL251C
YJL140W	YNR010W
YJL140W	YOL005C
YJL140W	YOR151C
YJL140W	YOR210W
YJL140W	YOR224C
YJL140W	YPL203W
YJL140W	YPR052C
YJL140W	YPR093C
YJL140W	YPR187W
YJL141C	YJR017C
YJL141C	YKL023W
YJL141C	YKL091C
YJL141C	YLR256W
YJL141C	YLR342W
YJL141C	YLR410W
YJL141C	YML035C
YJL141C	YML078W
YJL141C	YMR295C
YJL141C	YOR056C
YJL141C	YPL133C
YJL141C	YPL247C
YJL143W	YJR045C
YJL143W	YKR065C
YJL143W	YLR008C
YJL143W	YML054C
YJL143W	YNR017W
YJL143W	YPL063W
YJL143W	YPL173W
YJL148W	YLR197W
YJL148W	YML010W
YJL148W	YMR239C
YJL148W	YNL248C
YJL148W	YOL006C
YJL148W	YOR310C
YJL148W	YOR340C
YJL148W	YOR341W
YJL149W	YOL025W
YJL149W	YOL133W
YJL151C	YLL039C
YJL154C	YJL187C
YJL154C	YJR110W
YJL154C	YKL171W
YJL154C	YML001W
YJL154C	YOR069W
YJL154C	YOR132W
YJL154C	YOR357C
YJL155C	YLL039C
YJL155C	YLR345W
YJL156C	YJR090C
YJL156C	YLL039C
YJL157C	YJR086W
YJL157C	YLR229C
YJL157C	YLR293C
YJL157C	YMR199W
YJL157C	YOR212W
YJL157C	YPL256C
YJL157C	YPR120C
YJL158C	YKL163W
YJL159W	YKL073W
YJL164C	YJR007W
YJL164C	YML010W
YJL164C	YOL005C
YJL164C	YOR151C
YJL164C	YOR210W
YJL164C	YPL201C
YJL164C	YPL237W
YJL166W	YML129C
YJL166W	YNR017W
YJL166W	YNR018W
YJL166W	YPR191W
YJL167W	YJR140C
YJL167W	YLR256W
YJL168C	YKL074C
YJL168C	YLR116W
YJL168C	YNL030W
YJL168C	YOR151C
YJL172W	YLL039C
YJL172W	YNL217W
YJL173C	YLL006W
YJL173C	YML032C
YJL173C	YNL312W
YJL173C	YPL082C
YJL176C	YMR033W
YJL176C	YMR224C
YJL176C	YNL030W
YJL176C	YNL031C
YJL176C	YNL216W
YJL176C	YNR023W
YJL176C	YOR038C
YJL176C	YOR290C
YJL176C	YPL016W
YJL176C	YPL089C
YJL176C	YPL129W
YJL176C	YPL248C
YJL176C	YPR034W
YJL176C	YPR052C
YJL177W	YJR041C
YJL177W	YKR081C
YJL177W	YNR053C
YJL177W	YOL016C
YJL178C	YLR026C
YJL178C	YLR431C
YJL178C	YOL018C
YJL181W	YPL031C
YJL183W	YJR075W
YJL183W	YLR026C
YJL183W	YPL050C
YJL184W	YKR038C
YJL184W	YML036W
YJL185C	YPR049C
YJL186W	YLR166C
YJL186W	YOL018C
YJL187C	YJR082C
YJL187C	YKL211C
YJL187C	YLR067C
YJL187C	YLR096W
YJL187C	YNR046W
YJL187C	YOR061W
YJL187C	YOR257W
YJL187C	YOR326W
YJL187C	YPL124W
YJL187C	YPR119W
YJL189W	YKL168C
YJL189W	YKR081C
YJL190C	YKL014C
YJL190C	YLR249W
YJL190C	YMR131C
YJL190C	YNL124W
YJL190C	YNL207W
YJL190C	YPR041W
YJL190C	YPR080W
YJL191W	YJR002W
YJL191W	YKL143W
YJL191W	YNL124W
YJL191W	YNL207W
YJL191W	YNL255C
YJL192C	YKL207W
YJL194W	YKL112W
YJL194W	YLL004W
YJL194W	YLL039C
YJL194W	YLR274W
YJL194W	YML065W
YJL194W	YNL182C
YJL194W	YNL189W
YJL194W	YNL261W
YJL194W	YOR080W
YJL194W	YPR119W
YJL194W	YPR162C
YJL203W	YLL036C
YJL203W	YPL213W
YJL204C	YOL133W
YJL207C	YKL135C
YJL207C	YPR029C
YJL208C	YKR079C
YJL208C	YMR099C
YJL208C	YNL030W
YJL208C	YNL055C
YJL209W	YLR067C
YJL210W	YLR191W
YJL210W	YMR026C
YJL210W	YNL214W
YJL210W	YOL044W
YJR002W	SNR17A
YJR002W	SNR17B
YJR002W	YKL078W
YJR002W	YKL099C
YJR002W	YLR129W
YJR002W	YLR186W
YJR002W	YLR222C
YJR002W	YLR409C
YJR002W	YML093W
YJR002W	YMR093W
YJR002W	YMR128W
YJR002W	YMR229C
YJR002W	YNL075W
YJR002W	YNL096C
YJR002W	YNR054C
YJR002W	YOR004W
YJR002W	YOR078W
YJR002W	YOR096W
YJR002W	YOR310C
YJR002W	YPL081W
YJR002W	YPL090C
YJR002W	YPL126W
YJR002W	YPR137W
YJR002W	YPR144C
YJR005W	YJR058C
YJR005W	YKL135C
YJR005W	YLR342W
YJR005W	YOL062C
YJR006W	YJR043C
YJR006W	YNL102W
YJR006W	YNL218W
YJR006W	YOL100W
YJR006W	YOR080W
YJR006W	YPL167C
YJR007W	YKR026C
YJR007W	YLR291C
YJR007W	YMR146C
YJR007W	YNL244C
YJR007W	YOR260W
YJR007W	YPL237W
YJR007W	YPR041W
YJR008W	YML071C
YJR009C	YLR340W
YJR009C	YMR031C
YJR010CA	YML055W
YJR014W	YKL009W
YJR017C	YMR263W
YJR017C	YNL330C
YJR019C	YPR106W
YJR021C	YMR133W
YJR021C	YNL210W
YJR021C	YPL138C
YJR022W	YKL173W
YJR022W	YLL036C
YJR022W	YLR147C
YJR022W	YLR438CA
YJR022W	YMR268C
YJR022W	YNL147W
YJR022W	YOR308C
YJR022W	YPR178W
YJR025C	YOL113W
YJR025C	YPL204W
YJR025C	YPR054W
YJR029W	YMR139W
YJR031C	YKR030W
YJR031C	YNL287W
YJR031C	YPL153C
YJR032W	YLL026W
YJR032W	YLR216C
YJR032W	YMR186W
YJR032W	YNL330C
YJR032W	YPL240C
YJR033C	YKL080W
YJR033C	YOR332W
YJR035W	YKL054C
YJR036C	YOL115W
YJR041C	YKL014C
YJR041C	YKL180W
YJR041C	YKR024C
YJR041C	YLL045C
YJR041C	YLR221C
YJR041C	YLR276C
YJR041C	YNR038W
YJR041C	YOL144W
YJR041C	YOR063W
YJR041C	YPL131W
YJR042W	YKL057C
YJR042W	YKL068W
YJR042W	YKL186C
YJR042W	YKR082W
YJR042W	YLR208W
YJR042W	YLR293C
YJR042W	YMR047C
YJR042W	YPL169C
YJR043C	YNL102W
YJR043C	YOR346W
YJR043C	YPL167C
YJR044C	YOL129W
YJR045C	YLR008C
YJR045C	YLR166C
YJR045C	YLR203C
YJR045C	YLR259C
YJR045C	YLR362W
YJR045C	YLR369W
YJR045C	YNL310C
YJR045C	YNR017W
YJR045C	YOR232W
YJR045C	YPL063W
YJR046W	YLR002C
YJR046W	YLR274W
YJR046W	YML065W
YJR046W	YMR078C
YJR046W	YNL182C
YJR046W	YNL261W
YJR046W	YPL008W
YJR046W	YPR019W
YJR046W	YPR162C
YJR047C	YKL101W
YJR047C	YLR362W
YJR047C	YOL128C
YJR047C	YPL141C
YJR048W	YKR066C
YJR048W	YOR065W
YJR050W	YKL095W
YJR050W	YKR022C
YJR050W	YKR086W
YJR050W	YLL036C
YJR050W	YLR117C
YJR050W	YLR424W
YJR050W	YML046W
YJR050W	YMR213W
YJR050W	YPL213W
YJR052W	YKL112W
YJR052W	YLR442C
YJR052W	YMR201C
YJR052W	YPL046C
YJR053W	YML064C
YJR053W	YMR055C
YJR053W	YNL164C
YJR053W	YOR373W
YJR057W	YMR270C
YJR058C	YOL062C
YJR059W	YKR041W
YJR059W	YML074C
YJR059W	YNL166C
YJR059W	YOL041C
YJR059W	YPL012W
YJR060W	YKL089W
YJR060W	YMR094W
YJR060W	YMR168C
YJR060W	YNL103W
YJR060W	YOL108C
YJR060W	YOR304W
YJR060W	YPR052C
YJR062C	YOR231W
YJR062C	YPL141C
YJR063W	YMR239C
YJR063W	YOR340C
YJR063W	YOR341W
YJR063W	YPR010C
YJR064W	YNL148C
YJR065C	YKL013C
YJR065C	YLR370C
YJR065C	YLR429W
YJR065C	YMR109W
YJR065C	YNR035C
YJR065C	YOR181W
YJR066W	YKL161C
YJR066W	YKL171W
YJR066W	YKL203C
YJR066W	YKR034W
YJR066W	YKR097W
YJR066W	YLR108C
YJR066W	YLR377C
YJR066W	YLR403W
YJR066W	YMR028W
YJR066W	YMR216C
YJR066W	YNL006W
YJR066W	YNL076W
YJR066W	YNL135C
YJR066W	YNL183C
YJR066W	YNL189W
YJR066W	YNL229C
YJR066W	YNL314W
YJR066W	YOL100W
YJR066W	YOL126C
YJR066W	YPL180W
YJR068W	YMR078C
YJR068W	YNL290W
YJR068W	YOL094C
YJR068W	YOR144C
YJR068W	YOR217W
YJR070C	YKL139W
YJR070C	YOL045W
YJR070C	YOL100W
YJR070C	YOR351C
YJR072C	YKL014C
YJR072C	YKR082W
YJR072C	YLR243W
YJR072C	YOL005C
YJR072C	YOR116C
YJR072C	YOR151C
YJR072C	YOR207C
YJR072C	YOR224C
YJR072C	YOR262W
YJR072C	YOR341W
YJR072C	YPL203W
YJR072C	YPR010C
YJR072C	YPR110C
YJR074W	YLR293C
YJR074W	YOR185C
YJR075W	YPL050C
YJR076C	YKL048C
YJR076C	YKL101W
YJR076C	YKL168C
YJR076C	YLR314C
YJR076C	YML085C
YJR076C	YMR001C
YJR076C	YNL078W
YJR076C	YNL166C
YJR076C	YNL307C
YJR076C	YOR191W
YJR076C	YPL020C
YJR076C	YPL153C
YJR076C	YPL161C
YJR076C	YPR106W
YJR082C	YLR223C
YJR082C	YNL107W
YJR082C	YNL298W
YJR082C	YOL061W
YJR082C	YOL113W
YJR082C	YOR244W
YJR082C	YPL204W
YJR082C	YPL248C
YJR084W	YMR025W
YJR084W	YOL117W
YJR084W	YPR045C
YJR086W	YOR212W
YJR088C	YKL207W
YJR089W	YJR112W
YJR089W	YPL209C
YJR090C	YML006C
YJR090C	YMR032W
YJR090C	YNL076W
YJR090C	YOL133W
YJR090C	YOL136C
YJR090C	YOR344C
YJR090C	YPL256C
YJR091C	YKL204W
YJR091C	YKR059W
YJR091C	YLR370C
YJR092W	YLR096W
YJR092W	YOL100W
YJR092W	YOR231W
YJR092W	YPL153C
YJR092W	YPL242C
YJR092W	YPR122W
YJR093C	YKL018W
YJR093C	YKL059C
YJR093C	YKR002W
YJR093C	YLR115W
YJR093C	YLR277C
YJR093C	YMR061W
YJR093C	YNL222W
YJR093C	YNL317W
YJR093C	YPR107C
YJR094WA	YNL255C
YJR096W	YPL150W
YJR097W	YKL048C
YJR097W	YOL100W
YJR097W	YPL141C
YJR099W	YKL210W
YJR099W	YLL039C
YJR101W	YKL155C
YJR102C	YLR417W
YJR102C	YMR077C
YJR102C	YPL002C
